,group_id,seq,is_chiitoi
13056,4203866e12,"['S_Round' 'W_Seat' 'WOoA20' '3rd' 'no_riichi' '0_OR' 'DRed' 'R4p' 'A9p'
 'L2p' 'A1m' 'LEast' 'A7p' 'RWest' 'P1m' 'P4p' 'R3m' 'R4m' 'R9m' 'P6p'
 'LNorth' 'PNorth' 'L2m' 'P8m' 'LGreen' 'LSouth' 'L7m' 'P1s' 'L1p' 'R7p'
 'R1m' 'A2p' 'PWest' 'P1s' 'R1s' 'AGreen' 'L8p' 'L9m' 'R3m' 'P1p' 'R9m'
 'P8p' 'PEast' 'L8p' 'PGreen' 'P9m']",0
13057,4203866e13,"['S_Round' 'S_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D8m' 'RSouth' 'L2p'
 'P9s' 'RWhite' 'AGreen' 'P6p' 'LWest' 'P2s' 'R1p' 'RNorth' 'L8m' 'L1p'
 'PEast' 'LRed' 'A8s' 'RSouth' 'L8s' 'A5m' 'R3p' 'L2m' 'ASouth' 'L3m'
 'A1p' 'LGreen' 'PNorth']",0
13058,4203866e2,"['E_Round' 'W_Seat' 'WOoA20' '3rd' 'did_riichi' '0_OR' 'D7p' 'AWhite'
 'LRed' 'A1s' 'P6s' 'L1m' 'P8s' 'ANorth' 'L3p' 'RNorth' 'RGreen' 'P8s'
 'R1s' 'R8m' 'P6p' 'P5s' 'P4p' 'AEast' 'L5s' 'A9s' 'L9m' 'ASouth' 'R4s'
 'A3m' 'L3m' 'RSouth' 'R2m' 'R2s' 'L5p' 'ASouth' 'A6s' 'R2s' 'AWest' 'R7m'
 'P3p']",0
13059,4203866e3,"['E_Round' 'N_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'D7m' 'P2m' 'LSouth'
 'AWhite' 'R6m' 'P5m' 'A8p' 'LRed' 'R6m' 'P5m' 'R3p' 'L2m' 'R8p' 'RWhite'
 'P1s' 'REast' 'AWest' 'R7p' 'P9p' 'A7p' 'ASouth' 'L2s' 'R3s' 'LEast'
 'PGreen' 'R1m' 'A2s' 'A1m' 'A2p' 'ASouth' 'P1m' 'P4m' 'ARed' 'R1s' 'L9p'
 'L9m' 'R3m' 'AWest' 'L2m' 'LWhite' 'R3m' 'LEast' 'LGreen' 'P2p' 'A6m'
 'A3m' 'PNorth' 'RSouth' 'P5s']",0
13060,4203866e4,"['E_Round' 'W_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'DGreen' 'A9s' 'R1p'
 'R6s' 'R6s' 'L1s' 'AWhite' 'ANorth' 'L8s' 'A2p' 'P5m' 'P9p' 'R6m' 'AWest'
 'L1p' 'AWest' 'P7m' 'L6m' 'R5p' 'L9m' 'R2s' 'RSouth' 'R5m' 'R9m' 'R2s'
 'RSouth' 'PNorth' 'RWhite' 'A7s' 'ANorth' 'R3p' 'A8p' 'A9p' 'L6p' 'L2p'
 'LWest' 'L2m' 'P8s' 'P1p' 'L6m' 'ARed' 'A5p' 'P4p' 'P9s' 'R9p' 'LSouth'
 'P3p' 'R6p' 'L8s' 'P8p' 'ANorth' 'L2p' 'P1s' 'A6p' 'A2s' 'P5p' 'AWhite'
 'PWhite' 'P8m' 'A5m' 'P9p' 'L3p' 'P8p']",0
13061,4203866e5,"['E_Round' 'E_Seat' 'WOoA20' '4th' 'no_riichi' '1_OR' 'D6s' 'P9p' 'P1p'
 'R3p' 'AWest' 'RGreen' 'R2p' 'PWest' 'P5s' 'P1m' 'R6s' 'A4m' 'L1m' 'P2s'
 'R1p' 'L8p' 'PSouth' 'L8s' 'A2p' 'LSouth' 'A5p' 'LWhite' 'P9p' 'L1s'
 'A1m' 'P5s' 'A1p' 'L3s' 'L7p' 'A2p' 'L1s' 'PGreen' 'A3p' 'L8p' 'LEast'
 'LEast' 'A7m' 'A8s' 'RWest' 'R2s' 'A8m' 'RWhite' 'L4m' 'P4p' 'PSouth'
 'A7p' 'PGreen']",0
13062,4203866e6,"['S_Round' 'N_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'DEast' 'PSouth'
 'P2p' 'P5p' 'A1s' 'PGreen' 'L3m' 'L9s' 'ASouth' 'PWest' 'L1m' 'RSouth'
 'LGreen' 'P6p' 'R2m' 'A1p' 'A3p' 'R3m' 'P2s' 'L1p' 'ARed' 'LWhite'
 'PWest' 'L4p' 'RWhite' 'L7m' 'PWest' 'A9m' 'L2s' 'P1s' 'P2p' 'R9s' 'R1m'
 'RWhite' 'LEast' 'L1s' 'L1p' 'L5s' 'R2s' 'R1p' 'A1m' 'P8p' 'A9m' 'P7s'
 'AWest' 'A2m' 'LNorth' 'A9p' 'A1m' 'PRed' 'ASouth' 'L9s' 'REast' 'A9p'
 'P3m' 'RNorth' 'P9s']",0
13063,4203866e8,"['S_Round' 'E_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'D8s' 'LRed' 'R4m'
 'L6m' 'L8m' 'A4p' 'A3p' 'PGreen' 'P8s' 'AEast' 'L1p' 'A7m' 'R6s' 'PWhite'
 'PSouth' 'P5m' 'L8p' 'L7m' 'A9m' 'AGreen' 'R3p' 'R6s' 'R1p' 'P2s' 'P5p'
 'PWest' 'L2p' 'P8s' 'R1s' 'LNorth' 'R6m' 'A3m' 'LGreen' 'R7p' 'P9m']",0
13064,42226ee60,"['E_Round' 'W_Seat' 'WOoA20' 'tie' 'no_riichi' '0_OR' 'DNorth' 'RSouth'
 'A3p' 'R8p' 'A5s' 'LWest' 'RWest' 'L6m' 'L1s' 'P6p' 'A7s' 'PGreen' 'A3m'
 'R4m' 'R7p' 'LSouth' 'RRed' 'R6p' 'A8s' 'A8s' 'P2m' 'L9p' 'LNorth' 'P8m'
 'L8m' 'R8s' 'P4m' 'P2m']",0
13065,42226ee61,"['E_Round' 'E_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D7p' 'A8m' 'P2p'
 'PSouth' 'A2s' 'R3m' 'P3p' 'P4p' 'LWest' 'ASouth' 'R9s' 'L1m' 'A1s'
 'PRed' 'LNorth' 'RNorth' 'L9p' 'A1m' 'RGreen' 'L2m' 'R8m' 'P3m' 'R7p'
 'P7m' 'RNorth' 'L2s' 'P1p' 'ASouth' 'L8s' 'P9m' 'L1s' 'PGreen']",0
13066,42226ee610,"['S_Round' 'S_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'DSouth' 'L7p'
 'LEast' 'A2m' 'L7s' 'R1s' 'PRed' 'A2s' 'R7m' 'PWhite' 'A6p' 'L1m' 'P6p'
 'LSouth' 'L5p' 'PEast' 'A1p' 'P8m' 'P8p' 'P5s' 'LWest' 'R6p' 'P8s' 'P9p'
 'A2s' 'PGreen' 'R7p' 'L3m' 'RGreen' 'PNorth' 'A9s' 'A1m' 'R9s' 'R9p'
 'R8s' 'L6p' 'P1p' 'A4m' 'R1s' 'PSouth' 'L5p' 'LGreen' 'L7m' 'P9m']",0
13067,42226ee62,"['E_Round' 'E_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D9s' 'A9p' 'AWhite'
 'PRed' 'PGreen' 'R2s' 'P9s' 'R9s' 'REast' 'P6m' 'L2s' 'L9m' 'ASouth'
 'RNorth' 'A2p' 'R1m' 'L3m' 'A9m' 'PGreen' 'L1p' 'R2s' 'LWest' 'P6m' 'A7p'
 'PGreen' 'R1p' 'RWhite' 'RWest' 'PRed' 'PWest']",0
13068,42226ee63,"['E_Round' 'S_Seat' 'WOoA20' '3rd' 'no_riichi' '0_OR' 'DEast' 'L9s' 'P4s'
 'A2m' 'A8p' 'L3s' 'R8m' 'R4p' 'P1s' 'A1p' 'A1m' 'P1s' 'RWhite' 'P6p'
 'R9p' 'REast' 'R2p' 'AGreen' 'LWhite' 'RNorth' 'PWest' 'PWest' 'ARed'
 'P5p' 'AWest' 'AGreen' 'LNorth' 'A8m' 'LGreen' 'R8p' 'R8s' 'P8p' 'R7s'
 'PRed']",0
13069,42226ee64,"['E_Round' 'W_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D9s' 'P4s' 'A9m'
 'A3s' 'L5s' 'P2m' 'L9p' 'L9m' 'L8m' 'P2s' 'ARed' 'R1p' 'LSouth' 'LRed'
 'AEast' 'R4p' 'ASouth' 'L2s' 'AGreen' 'L2m' 'L2m' 'PRed' 'PWest' 'R9p'
 'A8p' 'P1m' 'LWest' 'AWest' 'P8s' 'RWhite' 'AGreen' 'R1m' 'R4p' 'AWhite'
 'P1p' 'P8p' 'REast' 'A7p' 'R2p' 'A8p' 'P9m' 'R9s' 'R5s' 'REast' 'R9p'
 'R2p' 'A2s' 'P1p' 'PGreen' 'R9s' 'A5m' 'PNorth' 'L1p' 'RWhite' 'L3p'
 'PSouth' 'LRed' 'PWhite']",0
13070,42226ee65,"['E_Round' 'S_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'D8m' 'A1m' 'RWest'
 'L1m' 'R7m' 'RRed' 'LSouth' 'R7m' 'L2s' 'L9p' 'L9p' 'R8p' 'A1m' 'PSouth'
 'R8s' 'A9s' 'L2m' 'A9p' 'ANorth' 'P2m' 'P4p' 'A9s' 'R4s' 'LRed' 'ARed'
 'ASouth' 'L8m' 'R8p' 'LWest' 'A6p' 'P1p' 'P6m' 'R3m' 'P7p' 'P3m' 'P6p']",0
13071,42226ee67,"['S_Round' 'E_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D7p' 'A6p' 'P2s'
 'A7s' 'L1m' 'L4p' 'R8m' 'P2p' 'RWest' 'L7p' 'L1s' 'P9m' 'PGreen' 'L7s'
 'LWhite' 'A2p' 'R5p' 'RWhite' 'RGreen' 'P7p' 'PNorth' 'LNorth' 'P4p'
 'A9p' 'PRed' 'A5p' 'P8p' 'AWhite' 'R2m' 'AEast' 'A4s' 'L8s' 'LSouth'
 'P3s' 'R3s' 'L1p' 'A4m' 'A3s' 'R2p' 'R1p' 'A6p' 'L8p' 'P6s' 'RWest' 'L9p'
 'PNorth' 'A8p' 'A6s' 'PGreen' 'RRed' 'P2p']",0
13072,42226ee68,"['S_Round' 'E_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'D8p' 'P7p' 'P1s'
 'R7m' 'LEast' 'L4m' 'PNorth' 'R9s' 'PWhite' 'RSouth' 'P9m' 'L9m' 'PEast'
 'REast' 'L7p' 'R5s' 'R8s' 'R3m' 'L7p' 'AWhite' 'A9p' 'LWhite' 'A9s' 'P8m'
 'R8p' 'A7m' 'R7s' 'L1s' 'L7p' 'P9s' 'R9s' 'A4s' 'RWest' 'P1m' 'P1p']",0
13073,42226ee69,"['S_Round' 'E_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'D6p' 'REast' 'PRed'
 'L1m' 'RWest' 'ANorth' 'R1s' 'LEast' 'A1p' 'P6p' 'L8m' 'RRed' 'A4s' 'A9m'
 'PWhite' 'R8m' 'RSouth' 'A8s' 'L6m' 'R4m' 'L9s' 'P9m' 'L8p' 'LWhite'
 'A2p' 'RSouth' 'A6m' 'A2s' 'A2p' 'L9m' 'R8m' 'PSouth' 'L6p' 'LNorth'
 'RRed' 'L5m' 'L2p' 'P5m' 'A1s' 'L3s' 'ANorth' 'RRed' 'LEast' 'PSouth']",0
13074,422bc1310,"['E_Round' 'N_Seat' 'WOoA20' 'tie' 'no_riichi' '0_OR' 'D2m' 'P8p' 'ANorth'
 'LSouth' 'LSouth' 'P3s' 'R9m' 'L5s' 'L1s' 'A7p' 'PEast' 'L9p' 'L7s' 'A1m'
 'A8s' 'A3s' 'L9s' 'LNorth' 'A5s' 'A9m' 'RWest' 'LSouth' 'P5s' 'P1s' 'L7p'
 'LNorth' 'P1m' 'P9s' 'RSouth' 'A2s' 'R9p' 'L7s' 'A9m' 'LGreen' 'RWhite'
 'L9s' 'P8m' 'L6m' 'RGreen' 'PRed' 'A5s' 'L7m' 'A1p' 'A6s' 'L2s' 'AGreen'
 'PWest' 'P2m' 'PEast' 'AWest' 'PRed' 'L8s' 'AWhite' 'P9p']",0
13075,422bc1311,"['E_Round' 'E_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D7p' 'P2m' 'LGreen'
 'R1m' 'PSouth' 'A8m' 'P3s' 'LWhite' 'P6s' 'PNorth' 'R1s' 'P2s']",0
13076,422bc13110,"['S_Round' 'E_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D2s' 'R1p' 'PRed'
 'L9m' 'P9s' 'P1m' 'AWhite' 'AGreen' 'LNorth' 'RGreen' 'R9p' 'PSouth'
 'PRed' 'PSouth' 'REast' 'RWest' 'P7m' 'RWest' 'R9m' 'A4s' 'P2m' 'A1s'
 'L4p' 'R9s' 'A9m' 'L5m' 'P4m' 'RRed' 'R2p' 'L9m' 'ARed' 'A9p' 'ANorth'
 'L2s' 'LGreen' 'PNorth']",0
13077,422bc13111,"['S_Round' 'S_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'DEast' 'P2p'
 'PEast' 'R1p' 'RGreen' 'LNorth' 'R4s' 'LEast' 'A9p' 'R5s' 'A9p' 'P1p'
 'R2s' 'L9s' 'L3s' 'L1s' 'RWhite' 'P1m' 'A3s' 'AGreen' 'PEast' 'ANorth'
 'P3m' 'P8p' 'L1m' 'P3s']",0
13078,422bc13112,"['S_Round' 'W_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D1p' 'L9s' 'PSouth'
 'P4m' 'A9p' 'L1m' 'R6m' 'ASouth' 'P6p' 'ANorth' 'A3m' 'RRed' 'P9m' 'LRed'
 'R1p' 'PNorth' 'LEast' 'RWhite' 'RRed' 'REast' 'PWhite' 'A9s' 'P9p' 'L9p'
 'R7p' 'L9s' 'A6m' 'A9m' 'RWhite' 'P6s' 'PSouth' 'L8s' 'P3s' 'AWest' 'L1m'
 'LEast' 'P8s']",0
13079,422bc1312,"['E_Round' 'S_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D9m' 'RRed'
 'PSouth' 'AGreen' 'L1m' 'L1p' 'R8p' 'PNorth' 'L2s' 'L3p' 'R3p' 'P7p'
 'ANorth' 'LRed' 'L1p' 'A7p' 'R6s' 'R2m' 'R2m' 'ASouth' 'L7p' 'R9p'
 'AWest' 'ARed' 'P2s' 'LEast' 'R8s' 'P4p' 'L2m' 'P3p' 'L9p' 'R9p' 'PEast'
 'R1p' 'A9s' 'A1m' 'LWhite' 'RSouth' 'REast' 'P2m' 'R1p' 'P8p']",0
13080,422bc1313,"['E_Round' 'E_Seat' 'WOoA20' '1st' 'no_riichi' '0_OR' 'D2m' 'L1m' 'RNorth'
 'PSouth' 'P5s' 'PGreen' 'AEast' 'A1m' 'PGreen' 'PWest' 'A2s' 'A9m' 'P9s']",0
13081,422bc1317,"['E_Round' 'W_Seat' 'WOoA20' '3rd' 'no_riichi' '0_OR' 'D7p' 'RNorth' 'A1p'
 'L6s' 'L8m' 'L4m' 'RWest' 'R2p' 'P9m' 'ARed' 'LWhite' 'L9s' 'L8m' 'A1s'
 'RSouth' 'L9p' 'R7p' 'L6s' 'REast' 'R8m' 'RSouth' 'ANorth' 'P2s' 'R1p'
 'A9m' 'LNorth' 'PWhite' 'L1s' 'ARed' 'L9m' 'ASouth' 'L9p' 'P6m' 'PEast'
 'LEast' 'RWhite' 'R2s' 'R5m' 'P8p' 'AGreen' 'A5s' 'L1p' 'R8s' 'L9p' 'A1s'
 'PNorth' 'R9p' 'P9s']",0
13082,422bc1319,"['S_Round' 'W_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D6s' 'L1m' 'LGreen'
 'L1m' 'PNorth' 'L2m' 'R2s' 'P4s' 'R9m' 'LWest' 'R3m' 'A2m' 'P6m' 'R7m'
 'A7m' 'R1s' 'P7s' 'P1m' 'P1m' 'LWest' 'L2m' 'L6m' 'R8s' 'P2m' 'PWhite'
 'L9p' 'PWest' 'RGreen' 'RNorth' 'LEast' 'P4p' 'RWhite' 'LSouth' 'R8s'
 'PWhite' 'R3s' 'LGreen' 'P1s' 'R4m' 'REast' 'RWhite' 'L4s' 'PSouth'
 'LSouth' 'L9m' 'PEast' 'A5p' 'P3m' 'PEast']",0
13083,4254aebb0,"['E_Round' 'N_Seat' 'WOoA20' 'tie' 'no_riichi' '0_OR' 'D8p' 'PWest' 'L7s'
 'A2p' 'A2p' 'P9s' 'L1p' 'A1s' 'PEast' 'L6s' 'R1m' 'L8m' 'LNorth' 'R2p'
 'A7m' 'RRed' 'RNorth' 'PSouth' 'RNorth' 'PWhite' 'PRed' 'A5s' 'A2s' 'R9p'
 'A2m' 'L3m' 'L3m' 'RSouth' 'P9m' 'A9m' 'AGreen' 'RSouth' 'LNorth' 'R3m'
 'LSouth' 'P8m' 'P3m']",0
13084,4254aebb1,"['E_Round' 'S_Seat' 'WOoA20' '1st' 'no_riichi' '0_OR' 'D7p' 'P6m' 'P9s'
 'L1m' 'A1s' 'LWhite' 'A9p' 'R6p' 'ARed' 'P2p' 'ANorth' 'L4s' 'P6p' 'R6s'
 'A4s' 'L9s' 'A9m' 'L9m' 'ASouth' 'A5m' 'L2p' 'L9p' 'A8s' 'L4p' 'PWhite'
 'L9m' 'AWhite' 'A9p' 'R1s' 'LWhite' 'AEast' 'P4p' 'PGreen' 'A9p' 'PSouth'
 'L9s' 'P1p' 'L1p' 'L4p' 'A2m' 'A1s' 'P5p' 'P8s' 'L6p' 'PGreen' 'LNorth'
 'PWest' 'L8s' 'A1p' 'PRed' 'P1m']",0
13085,4254aebb3,"['E_Round' 'N_Seat' 'WOoA20' '3rd' 'no_riichi' '1_OR' 'DNorth' 'R9s'
 'AWest' 'AWest' 'R9m' 'L7m' 'RSouth' 'A7m' 'P1s' 'LWhite' 'AGreen' 'P1p'
 'A3m' 'A5p' 'RNorth' 'PSouth' 'R6p' 'PRed' 'P6p' 'AEast' 'A1s' 'R9p'
 'RRed' 'PRed' 'PWhite' 'P6m' 'A3p' 'R6m' 'A7p' 'PSouth' 'A3p' 'A9s'
 'LRed' 'AWhite' 'A1s' 'R9m' 'P6s']",0
13086,4254aebb4,"['E_Round' 'S_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D5m' 'P9p' 'AWest'
 'R7m' 'LEast' 'LEast' 'LNorth' 'R9p' 'LSouth' 'R1s' 'L6s' 'R3s' 'P7m'
 'PWest' 'L1m' 'RWhite' 'L1m' 'L8s' 'R1p' 'P1s' 'P2m' 'RSouth' 'P2s'
 'PWhite' 'R8m' 'L4s' 'L5p' 'AWest' 'L8p' 'A8m' 'R9s' 'A2s' 'RRed' 'L1m'
 'L2s' 'A7s' 'L1s' 'R8m' 'AGreen' 'RRed' 'PGreen' 'P2m' 'P8s' 'RRed'
 'RWhite' 'A9p' 'AEast' 'PNorth' 'RNorth' 'P2m' 'A6s' 'L9m' 'A6s' 'A1m'
 'P6s' 'P8s' 'RGreen' 'P9p']",0
13087,4254aebb5,"['S_Round' 'W_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'DWhite' 'R4s' 'R1m'
 'PRed' 'L9p' 'A8m' 'R4p' 'P9s' 'REast' 'A8m' 'L3s' 'A8p' 'L8m' 'P6s'
 'AWest' 'P9m' 'A1m' 'RWest' 'AWhite' 'AEast' 'LWhite' 'A9s' 'ARed'
 'RSouth' 'P9m' 'R7s' 'ASouth' 'R7m' 'L1p' 'P6p' 'RWest' 'LNorth' 'P6s'
 'L1s' 'P2s']",0
13088,4254aebb6,"['S_Round' 'E_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'D8s' 'A9s' 'P2s'
 'L1p' 'PWest' 'LSouth' 'L1s' 'R2s' 'P2p' 'R8s' 'P5p' 'PGreen' 'L9m' 'L2m'
 'R1m' 'R2p' 'L3m' 'A8s' 'R4m' 'A2p' 'LRed' 'AWest' 'PEast' 'R1s' 'P8m']",0
13089,4254aebb7,"['S_Round' 'N_Seat' 'WOoA20' '1st' 'no_riichi' '0_OR' 'DSouth' 'P1p' 'P9s'
 'A6s' 'RRed' 'A9s' 'R8s' 'R4m' 'A8s' 'LSouth' 'P1s' 'REast' 'RNorth'
 'LSouth' 'L5s' 'P5p' 'R8p' 'A9m' 'P7s' 'P4p']",0
13090,4254aebb8,"['S_Round' 'W_Seat' 'WOoA20' '1st' 'no_riichi' '0_OR' 'DGreen' 'P7p'
 'RGreen' 'L4m' 'R7s' 'ASouth' 'L3s' 'ANorth' 'A2p' 'P8s' 'A9m' 'L2s'
 'PEast' 'A1s' 'R2p' 'AEast' 'A3m' 'R9p' 'L3s' 'RNorth' 'A9s' 'P1m' 'LRed'
 'PWest' 'R5p' 'R8s' 'LSouth' 'R5m' 'LWhite' 'P9s' 'R7p' 'R1p' 'L9s'
 'PSouth']",0
13091,425d0e2d1,"['E_Round' 'W_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D6s' 'AWest' 'R2m'
 'L1p' 'ARed' 'AWhite' 'P9s' 'L1s' 'RRed' 'PWhite' 'A4m' 'A9p' 'L1p'
 'RNorth' 'A4m' 'R8p' 'L9m' 'REast' 'L8m' 'R8s' 'R8s' 'P8m' 'R5s' 'P2m'
 'LWhite' 'A4s' 'PEast' 'A3p' 'L3m' 'AWhite' 'A2m' 'R1s' 'R3p' 'L8p' 'P1m'
 'R3m' 'P2m' 'R1s' 'R8m' 'P9s' 'L1m' 'P6s' 'PNorth' 'A1s' 'L7m' 'A1p'
 'A5m' 'A2s' 'PEast' 'L9m' 'L1m' 'PNorth' 'PGreen' 'A9s' 'PRed']",0
13092,425d0e2d12,"['S_Round' 'E_Seat' 'WOoA20' '4th' 'no_riichi' '0_OR' 'D3p' 'L2p' 'RGreen'
 'P6s' 'R1m' 'A9m' 'P9s' 'L8p' 'PSouth' 'ASouth' 'P9p' 'RWest' 'LWhite'
 'AGreen' 'P7p' 'L8m' 'LWest' 'R6s' 'R8m' 'RNorth' 'RRed' 'A2p' 'L6s'
 'L6m' 'LNorth' 'R9p' 'R1m' 'A8p' 'PWest' 'A9m' 'LSouth' 'L3s' 'LWest'
 'R2s' 'R7m' 'PRed' 'ASouth' 'PEast' 'P1p' 'R9m' 'LNorth' 'RRed' 'REast'
 'PGreen' 'P7p' 'L8m' 'L9p' 'AEast' 'P5m' 'A8m' 'L4m' 'L9s' 'PEast'
 'RWhite' 'A1m' 'P1p' 'P3s' 'R9m' 'R7p' 'A1m' 'A8s' 'P6m' 'A9s' 'P1p'
 'P6m' 'P1s']",0
13093,425d0e2d3,"['E_Round' 'S_Seat' 'WOoA20' '3rd' 'no_riichi' '0_OR' 'D8p' 'A3m' 'LRed'
 'L3p' 'A3s' 'R8m' 'PRed' 'P9s' 'L1p' 'ANorth' 'L9p' 'R9p' 'PGreen' 'R8s'
 'LWest' 'R3p' 'REast' 'P7p' 'LNorth' 'RGreen' 'R6p' 'P2s' 'A9s' 'R9p'
 'R2s' 'PNorth' 'L3s' 'LWest' 'LNorth' 'R8p' 'P6p' 'P1s' 'RSouth' 'P1p'
 'A7m' 'AGreen' 'P9m' 'A7p' 'L5p' 'L9s' 'P9m' 'L2p' 'RRed' 'RWhite' 'P3p'
 'L2s' 'A7s' 'RSouth' 'A9p' 'L3s' 'ASouth' 'ARed' 'A9s' 'A5p' 'P6p' 'L1p'
 'P1s' 'P2p' 'R1p' 'A8p' 'A2s' 'PEast' 'P8p']",0
13094,425d0e2d5,"['E_Round' 'W_Seat' 'WOoA20' '2nd' 'no_riichi' '1_OR' 'D6p' 'PEast' 'P3m'
 'L1s' 'L8m' 'A3m' 'R1m' 'L5s' 'RNorth' 'L9m' 'R2p' 'PWhite' 'PWest' 'P1m'
 'LGreen' 'L8m' 'LEast' 'L1p' 'LSouth' 'LGreen' 'R7s' 'PSouth' 'A9s' 'P8s'
 'L1m' 'P5p' 'L1m' 'RGreen' 'P2m' 'R3p' 'RRed' 'PRed' 'L5m' 'R9s' 'AWest'
 'R2s' 'R6m' 'LRed' 'R1p' 'LWhite' 'P2p' 'A1p' 'PEast' 'RWhite' 'R2s'
 'AWest' 'P2p']",0
13095,425d0e2d7,"['E_Round' 'E_Seat' 'WOoA20' '3rd' 'no_riichi' '1_OR' 'D6m' 'PSouth' 'R4p'
 'PWhite' 'A1p' 'R2m' 'L9p' 'PEast' 'R4p' 'LRed' 'PRed' 'P2s' 'R7m' 'A2p'
 'A5p' 'ASouth' 'AWest' 'L9m' 'PNorth' 'LGreen' 'L9m' 'L3s' 'P2p' 'A2s'
 'P9m']",0
13096,425d0e2d8,"['E_Round' 'W_Seat' 'WOoA20' '3rd' 'no_riichi' '0_OR' 'D1s' 'RWhite' 'L3m'
 'R1s' 'R6m' 'LSouth' 'LWest' 'ARed' 'RWest' 'P9m' 'REast' 'L1m' 'P8p'
 'R9m' 'PGreen' 'PWhite' 'L2p' 'L1p' 'A8m' 'A7s' 'A9p' 'RNorth' 'P3m'
 'L4p' 'P9p' 'LEast' 'A1s' 'A3s' 'L1m' 'ARed' 'A2m' 'PSouth' 'PRed' 'R1p'
 'P4m']",0
13097,4263a98b0,"['E_Round' 'S_Seat' 'WOoA20' 'tie' 'no_riichi' '0_OR' 'D3p' 'R8m' 'PSouth'
 'P6s' 'R8s' 'L5p' 'P7p' 'PRed' 'A7m' 'A9s' 'A1m' 'P6m' 'L6m' 'LWhite'
 'R9p' 'L3p' 'AEast' 'R8p' 'A9p' 'L9p' 'LGreen' 'REast' 'AGreen' 'PEast'
 'A6s' 'P4m']",0
13098,4263a98b1,"['E_Round' 'W_Seat' 'WOoA20' '2nd' 'no_riichi' '0_OR' 'D7s' 'PWest' 'P5p'
 'R1m' 'R9s' 'PNorth' 'A8m' 'A2p' 'R2s' 'RGreen' 'L9m' 'R1p' 'L2m' 'L3m'
 'A6m' 'A4p' 'A1m' 'L4s' 'RRed' 'LSouth' 'P1s' 'P1p' 'L6m' 'R1s' 'PNorth'
 'RRed' 'R9s' 'R4m' 'L3p' 'L5m' 'A2m' 'P6m' 'R2p' 'LWest' 'P8m' 'P9p'
 'LEast' 'A3s' 'P8m' 'P1p']",0
13099,4263a98b10,"['S_Round' 'S_Seat' 'WOoA20' '2nd' 'did_riichi' '0_OR' 'D8m' 'R7p' 'REast'
 'R9p' 'L2s' 'R9s' 'LWhite' 'PNorth' 'R1s' 'L8p' 'PGreen' 'L7m' 'PNorth'
 'RWhite' 'L9m' 'P4m' 'A7s' 'L1p' 'PSouth' 'LGreen' 'A8p' 'PEast' 'PGreen'
 'PWest' 'R8m' 'PNorth' 'R8p' 'PEast' 'P9p' 'R8s' 'R1p' 'L2p' 'LNorth'
 'RWest' 'REast' 'R9p' 'P9m' 'A1m' 'P7s' 'PSouth']",0
13100,4263a98b2,"['E_Round' 'W_Seat' 'WOoA20' '2nd' 'no_riichi' '1_OR' 'DNorth' 'L6s' 'L6m'
 'R6m' 'LRed' 'RGreen' 'A1m' 'RSouth' 'LSouth' 'P9p' 'LWest' 'P6m' 'L2s'
 'R1s' 'LWest' 'P6m' 'R8m' 'R2s' 'LWhite' 'R9p' 'L4m' 'P1m' 'RGreen'
 'RNorth' 'P6p' 'P9m' 'L5s' 'PWest' 'P3m' 'R5m' 'AWest' 'RRed' 'R5p'
 'RNorth' 'P3p' 'A6p' 'LRed' 'L3s' 'P5p' 'PGreen' 'RWhite' 'R5m' 'P8m'
 'P3p' 'L9s' 'P6s']",0
